2,1,1
3,2,1
4,3,1
5,4,1
6,5,1
7,6,1
8,7,1
9,8,1
10,9,1
11,10,1
12,11,1
13,12,1
14,13,1
15,14,1
16,15,1
17,16,1
18,17,1
19,18,1
20,19,1
21,20,1
22,21,1
23,22,1
24,23,1
25,24,1
26,25,1
27,26,1
28,27,1
29,28,1
30,29,1
31,30,1
32,31,1
33,32,1
34,33,1
35,34,1
36,35,1
37,36,1
38,37,1
39,38,1
40,39,1
41,40,1
42,41,1
43,42,1
44,43,1
45,44,1
46,45,1
47,46,1
48,47,1
49,48,1
50,49,1
4,2,2
3,3,2
5,3,3
6,4,3
7,5,3
8,6,3
9,7,3
10,8,3
11,9,3
12,10,3
13,11,3
14,12,3
15,13,3
16,14,3
17,15,3
18,16,3
19,17,3
20,18,3
21,19,3
22,20,3
23,21,3
24,22,3
25,23,3
26,24,3
27,25,3
28,26,3
29,27,3
30,28,3
31,29,3
32,30,3
33,31,3
34,32,3
35,33,3
36,34,3
37,35,3
38,36,3
39,37,3
40,38,3
41,39,3
42,40,3
43,41,3
44,42,3
45,43,3
46,44,3
47,45,3
48,46,3
49,47,3
50,48,3
7,4,4
8,5,4
6,6,4
9,5,5
10,6,5
11,7,5
8,8,5
11,6,6
10,7,6
12,8,6
13,9,6
14,10,6
15,11,6
16,12,6
17,13,6
18,14,6
19,15,6
20,16,6
21,17,6
22,18,6
23,19,6
24,20,6
25,21,6
26,22,6
27,23,6
28,24,6
29,25,6
30,26,6
31,27,6
32,28,6
33,29,6
34,30,6
35,31,6
36,32,6
37,33,6
38,34,6
39,35,6
40,36,6
41,37,6
42,38,6
43,39,6
44,40,6
45,41,6
46,42,6
47,43,6
48,44,6
49,45,6
50,46,6
12,7,7
13,8,7
14,9,7
10,10,7
14,8,8
15,9,8
13,10,8
16,11,8
17,12,8
18,13,8
19,14,8
20,15,8
21,16,8
22,17,8
23,18,8
24,19,8
25,20,8
26,21,8
27,22,8
28,23,8
29,24,8
30,25,8
31,26,8
32,27,8
33,28,8
34,29,8
35,30,8
36,31,8
37,32,8
38,33,8
39,34,8
40,35,8
41,36,8
42,37,8
43,38,8
44,39,8
45,40,8
46,41,8
47,42,8
48,43,8
49,44,8
50,45,8
16,9,9
15,10,9
17,11,9
18,12,9
13,13,9
17,10,10
18,11,10
15,12,10
19,13,10
20,14,10
21,15,10
22,16,10
23,17,10
24,18,10
25,19,10
26,20,10
27,21,10
28,22,10
29,23,10
30,24,10
31,25,10
32,26,10
33,27,10
34,28,10
35,29,10
36,30,10
37,31,10
38,32,10
39,33,10
40,34,10
41,35,10
42,36,10
43,37,10
44,38,10
45,39,10
46,40,10
47,41,10
48,42,10
49,43,10
50,44,10
19,11,11
20,12,11
21,13,11
22,14,11
15,15,11
21,12,12
20,13,12
23,14,12
18,15,12
24,16,12
25,17,12
26,18,12
22,19,12
27,20,12
28,21,12
29,22,12
30,23,12
31,24,12
32,25,12
33,26,12
34,27,12
35,28,12
36,29,12
37,30,12
38,31,12
39,32,12
40,33,12
41,34,12
42,35,12
43,36,12
44,37,12
45,38,12
46,39,12
47,40,12
48,41,12
49,42,12
50,43,12
22,13,13
24,14,13
23,15,13
25,16,13
20,17,13
18,18,13
25,14,14
24,15,14
23,16,14
26,17,14
27,18,14
28,19,14
20,20,14
26,15,15
27,16,15
24,17,15
28,18,15
29,19,15
23,20,15
30,21,15
31,22,15
32,23,15
33,24,15
34,25,15
35,26,15
36,27,15
37,28,15
38,29,15
39,30,15
40,31,15
41,32,15
42,33,15
43,34,15
44,35,15
45,36,15
46,37,15
47,38,15
48,39,15
49,40,15
50,41,15
28,16,16
27,17,16
29,18,16
30,19,16
31,20,16
24,21,16
32,22,16
23,23,16
29,17,17
30,18,17
27,19,17
32,20,17
31,21,17
33,22,17
34,23,17
24,24,17
31,18,18
32,19,18
30,20,18
33,21,18
34,22,18
35,23,18
27,24,18
36,25,18
37,26,18
38,27,18
39,28,18
40,29,18
41,30,18
42,31,18
43,32,18
44,33,18
45,34,18
46,35,18
47,36,18
48,37,18
49,38,18
50,39,18
33,19,19
34,20,19
32,21,19
30,22,19
36,23,19
35,24,19
37,25,19
38,26,19
27,27,19
35,20,20
34,21,20
36,22,20
37,23,20
32,24,20
38,25,20
39,26,20
30,27,20
40,28,20
41,29,20
42,30,20
43,31,20
44,32,20
45,33,20
46,34,20
47,35,20
48,36,20
49,37,20
50,38,20
36,21,21
37,22,21
38,23,21
34,24,21
39,25,21
40,26,21
41,27,21
42,28,21
32,29,21
30,30,21
38,22,22
39,23,22
37,24,22
40,25,22
34,26,22
42,27,22
41,28,22
43,29,22
44,30,22
45,31,22
32,32,22
40,23,23
39,24,23
41,25,23
42,26,23
37,27,23
43,28,23
44,29,23
45,30,23
34,31,23
46,32,23
47,33,23
48,34,23
49,35,23
50,36,23
41,24,24
42,25,24
43,26,24
39,27,24
44,28,24
37,29,24
46,30,24
47,31,24
45,32,24
48,33,24
34,34,24
43,25,25
44,26,25
45,27,25
46,28,25
39,29,25
47,30,25
48,31,25
42,32,25
49,33,25
37,34,25
50,35,25
45,26,26
44,27,26
47,28,26
42,29,26
48,30,26
39,31,26
49,32,26
46,33,26
50,34,26
37,37,26
46,27,27
48,28,27
47,29,27
49,30,27
44,31,27
50,32,27
42,34,27
39,36,27
49,28,28
48,29,28
50,30,28
47,32,28
44,34,28
39,39,28
50,29,29
48,32,29
47,34,29
44,36,29
42,39,29
48,35,30
47,37,30
44,41,30
42,42,30
48,38,31
47,39,31
44,44,31
48,40,32
47,44,32
48,45,33
47,47,33
48,48,34
