3,1,0
4,1,1
2,2,1
3,2,2
5,3,2
6,4,2
7,5,2
8,6,2
9,7,2
10,8,2
11,9,2
12,10,2
13,11,2
14,12,2
15,13,2
16,14,2
17,15,2
18,16,2
19,17,2
20,18,2
21,19,2
22,20,2
23,21,2
24,22,2
25,23,2
26,24,2
27,25,2
28,26,2
29,27,2
30,28,2
31,29,2
32,30,2
33,31,2
34,32,2
35,33,2
36,34,2
37,35,2
38,36,2
39,37,2
40,38,2
41,39,2
42,40,2
43,41,2
44,42,2
45,43,2
46,44,2
47,45,2
48,46,2
49,47,2
50,48,2
6,3,3
5,4,3
8,5,3
7,6,3
10,7,3
9,8,3
12,9,3
11,10,3
14,11,3
13,12,3
16,13,3
15,14,3
18,15,3
17,16,3
20,17,3
19,18,3
22,19,3
21,20,3
24,21,3
23,22,3
26,23,3
25,24,3
28,25,3
27,26,3
30,27,3
29,28,3
32,29,3
31,30,3
34,31,3
33,32,3
36,33,3
35,34,3
38,35,3
37,36,3
40,37,3
39,38,3
42,39,3
41,40,3
44,41,3
43,42,3
46,43,3
45,44,3
48,45,3
47,46,3
50,47,3
49,48,3
7,4,4
5,5,4
9,5,5
10,6,5
8,7,5
11,8,5
13,9,5
14,10,5
12,11,5
15,12,5
17,13,5
18,14,5
16,15,5
19,16,5
21,17,5
22,18,5
20,19,5
23,20,5
25,21,5
26,22,5
24,23,5
27,24,5
29,25,5
30,26,5
28,27,5
31,28,5
33,29,5
34,30,5
32,31,5
35,32,5
37,33,5
38,34,5
36,35,5
39,36,5
41,37,5
42,38,5
40,39,5
43,40,5
45,41,5
46,42,5
44,43,5
47,44,5
49,45,5
50,46,5
48,47,5
11,6,6
12,7,6
8,8,6
13,7,7
12,8,7
10,9,7
15,10,7
16,11,7
17,12,7
14,13,7
19,14,7
20,15,7
21,16,7
18,17,7
23,18,7
24,19,7
25,20,7
22,21,7
27,22,7
28,23,7
29,24,7
26,25,7
31,26,7
32,27,7
33,28,7
30,29,7
35,30,7
36,31,7
37,32,7
34,33,7
39,34,7
40,35,7
41,36,7
38,37,7
43,38,7
44,39,7
45,40,7
42,41,7
47,42,7
48,43,7
49,44,7
46,45,7
50,49,7
14,8,8
15,9,8
10,10,8
16,9,9
17,10,9
15,11,9
12,12,9
18,10,10
17,11,10
19,12,10
20,13,10
21,14,10
15,15,10
19,11,11
20,12,11
21,13,11
17,14,11
22,15,11
23,16,11
24,17,11
25,18,11
26,19,11
27,20,11
28,21,11
29,22,11
30,23,11
31,24,11
32,25,11
33,26,11
34,27,11
35,28,11
36,29,11
37,30,11
38,31,11
39,32,11
40,33,11
41,34,11
42,35,11
43,36,11
44,37,11
45,38,11
46,39,11
47,40,11
48,41,11
49,42,11
50,43,11
21,12,12
22,13,12
20,14,12
23,15,12
24,16,12
17,17,12
23,13,13
22,14,13
24,15,13
20,16,13
25,17,13
26,18,13
27,19,13
28,20,13
29,21,13
30,22,13
31,23,13
32,24,13
33,25,13
34,26,13
35,27,13
36,28,13
37,29,13
38,30,13
39,31,13
40,32,13
41,33,13
42,34,13
43,35,13
44,36,13
45,37,13
46,38,13
47,39,13
48,40,13
49,41,13
50,42,13
24,14,14
25,15,14
22,16,14
26,17,14
27,18,14
28,19,14
20,20,14
26,15,15
25,16,15
22,17,15
28,18,15
29,19,15
30,20,15
27,21,15
31,22,15
32,23,15
33,24,15
34,25,15
35,26,15
36,27,15
37,28,15
38,29,15
39,30,15
40,31,15
41,32,15
42,33,15
43,34,15
44,35,15
45,36,15
46,37,15
47,38,15
48,39,15
49,40,15
50,41,15
27,16,16
28,17,16
29,18,16
25,19,16
31,20,16
30,21,16
22,22,16
29,17,17
30,18,17
31,19,17
32,20,17
33,21,17
25,22,17
34,23,17
28,24,17
35,25,17
36,26,17
37,27,17
38,28,17
39,29,17
40,30,17
41,31,17
42,32,17
43,33,17
44,34,17
45,35,17
46,36,17
47,37,17
48,38,17
49,39,17
50,40,17
31,18,18
30,19,18
33,20,18
32,21,18
28,22,18
35,23,18
34,24,18
25,25,18
32,19,19
34,20,19
35,21,19
33,22,19
36,23,19
30,24,19
37,25,19
38,26,19
39,27,19
28,28,19
35,20,20
34,21,20
36,22,20
33,23,20
37,24,20
30,25,20
39,26,20
38,27,20
40,28,20
41,29,20
42,30,20
43,31,20
44,32,20
45,33,20
46,34,20
47,35,20
48,36,20
49,37,20
50,38,20
36,21,21
34,22,21
37,23,21
38,24,21
39,25,21
40,26,21
33,27,21
41,28,21
42,29,21
30,30,21
37,22,22
38,23,22
39,24,22
40,25,22
41,26,22
42,27,22
34,28,22
43,29,22
33,30,22
44,31,22
45,32,22
46,33,22
47,34,22
48,35,22
49,36,22
50,37,22
39,23,23
40,24,23
38,25,23
42,26,23
41,27,23
43,28,23
34,29,23
44,30,23
45,31,23
46,32,23
33,33,23
41,24,24
42,25,24
43,26,24
40,27,24
44,28,24
45,29,24
46,30,24
47,31,24
38,32,24
48,33,24
34,34,24
43,25,25
44,26,25
45,27,25
42,28,25
40,29,25
47,30,25
46,31,25
48,32,25
38,33,25
49,34,25
50,35,25
45,26,26
44,27,26
46,28,26
47,29,26
48,30,26
42,31,26
49,32,26
50,33,26
40,34,26
38,38,26
46,27,27
47,28,27
44,29,27
49,30,27
48,31,27
50,32,27
40,36,27
42,37,27
48,28,28
49,29,28
50,30,28
47,32,28
44,33,28
42,36,28
40,40,28
50,29,29
49,31,29
47,33,29
44,38,29
42,42,29
49,33,30
47,36,30
44,40,30
49,35,31
47,41,31
44,44,31
49,38,32
47,43,32
49,43,33
47,47,33
49,46,34
49,49,35
